_id,brand,category,code,cpu1,cpu2,cpu3,design,disk,full_name,img,name,price,ram,rating,release,screen1,screen2,size,vga1,vga2
622a1d6534eebec0045fe326, Lenovo , Laptop ,220042001877,i5,1135G7,2.4GHz,Vỏ nhựa - nắp lưng bằng kim loại,"512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 1TB (2280) / 512GB (2242))","Laptop  Lenovo  i5 1135G7 2.4GHz 8 GB Card tích hợp Intel Iris Xe 15.6"" Full HD (1920 x 1080)",https://cdn.tgdd.vn/Products/Images/44/270740/Slider/lenovo-ideapad-5-15itl05-i5-82fg01h7vn-a-02-1020x570.jpg,Laptop,19990000,8 GB,3.0,Dài 356.67 mm - Rộng 233.13 mm - Dày 19.9 mm - Nặng 1.66 kg,"15.6""",Full HD (1920 x 1080),Dài 356.67 mm - Rộng 233.13 mm - Dày 19.9 mm - Nặng 1.66 kg,Card tích hợp,Intel Iris Xe
622a1d6534eebec0045fe328, HP , Laptop ,220042001761,i3,10110U,2.1GHz,Dài 358.5 mm - Rộng 242 mm - Dày 19.9 mm - Nặng 1.74 kg,256 GB SSD NVMe PCIe,"Laptop  HP  i3 10110U 2.1GHz 4 GB Card tích hợp Intel UHD 15.6"" Full HD (1920 x 1080)",https://cdn.tgdd.vn/Products/Images/44/265451/Slider/vi-vn-hp-15s-du1108tu-i3-10110u-2z6l7pa-3.jpg,Laptop,12690000,4 GB,3.2,2021,"15.6""",Full HD (1920 x 1080),2021,Card tích hợp,Intel UHD
622a1d6534eebec0045fe32d, Intel , Laptop ,220042001756,i7,1165G7,2.8GHz,Vỏ kim loại,"512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 1TB)","Laptop  Intel  i7 1165G7 2.8GHz 16 GB Card tích hợp Intel Iris Xe 15.6"" Full HD (1920 x 1080)",https://cdn.tgdd.vn/Products/Images/44/252604/Slider/vi-vn-intel-nuc-m15-kit-i7-bbc710ecuxbc1-2.jpg,Laptop,37990000,16 GB,0.0,Dài 355 mm - Rộng 230 mm - Dày 15 mm - Nặng 1.65 kg,"15.6""",Full HD (1920 x 1080),Dài 355 mm - Rộng 230 mm - Dày 15 mm - Nặng 1.65 kg,Card tích hợp,Intel Iris Xe
622a1d6534eebec0045fe33d, Acer , Laptop ,220042001572,i7,11800H,2.30 GHz,Vỏ kim loại,"512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 1TB)","Laptop  Acer  i7 11800H 2.30 GHz 16 GB Card rời RTX 3060 6GB 15.6"" QHD (2560 x 1440)",https://cdn.tgdd.vn/Products/Images/44/250975/Slider/vi-vn-acer-predator-triton-300-pt315-53-75lq-i7-3.jpg,Laptop,44990000,16 GB,5.0,Dài 353 mm - Rộng 255 mm - Dày 19.9 mm - Nặng 2 kg,"15.6""",QHD (2560 x 1440),Dài 353 mm - Rộng 255 mm - Dày 19.9 mm - Nặng 2 kg,Card rời,RTX 3060 6GB
622a1d6534eebec0045fe345, Acer , Laptop ,220042001571,i7,11800H,2.30 GHz,Vỏ nhựa - nắp lưng bằng kim loại,"512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 1TB)","Laptop  Acer  i7 11800H 2.30 GHz 16 GB Card rời RTX 3060 6GB 15.6"" QHD (2560 x 1440)",https://cdn.tgdd.vn/Products/Images/44/250727/Slider/vi-vn-acer-predator-helios-ph315-54-75yd-i7-nhqc2sv002-2.jpg,Laptop,39990000,16 GB,5.0,Dài 363 mm - Rộng 255 mm - Dày 22.9 mm - Nặng 2.3 kg,"15.6""",QHD (2560 x 1440),Dài 363 mm - Rộng 255 mm - Dày 22.9 mm - Nặng 2.3 kg,Card rời,RTX 3060 6GB
622a1d6534eebec0045fe322, Asus , Laptop ,220042001840,i5,1135G7,2.4GHz,Vỏ kim loại nguyên khối,512 GB SSD NVMe PCIe,"Laptop  Asus  i5 1135G7 2.4GHz 8 GB Card tích hợp Intel Iris Xe 14"" Full HD (1920 x 1080)",//cdn.tgdd.vn/Products/Images/44/269582/asus-zenbook-ux425ea-i5-ki839w-3.jpg,Laptop,23990000,8 GB,4.5,Dài 319 mm - Rộng 208 mm - Dày 13.9 mm - Nặng 1.17 kg,"14""",Full HD (1920 x 1080),Dài 319 mm - Rộng 208 mm - Dày 13.9 mm - Nặng 1.17 kg,Card tích hợp,Intel Iris Xe
622a1d6534eebec0045fe323, MSI , Laptop ,220042001829,i5,11400H,2.7GHz,Vỏ nhựa - nắp lưng bằng kim loại,"512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 2TB)","Laptop  MSI  i5 11400H 2.7GHz 8 GB Card rời RTX 3050 4GB 15.6"" Full HD (1920 x 1080)",https://cdn.tgdd.vn/Products/Images/44/269326/Slider/vi-vn-msi-gaming-gf63-thin-11uc-i5-445vn-3.jpg,Laptop,25490000,8 GB,0.0,Dài 359 mm - Rộng 254 mm - Dày 21.7 mm - Nặng 1.86 kg,"15.6""",Full HD (1920 x 1080),Dài 359 mm - Rộng 254 mm - Dày 21.7 mm - Nặng 1.86 kg,Card rời,RTX 3050 4GB
622a1d6534eebec0045fe350, Acer , Laptop ,220042001763,Ryzen 7,5800H,3.2GHz,Vỏ nhựa,"512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 2TB)","Laptop  Acer  Ryzen 7 5800H 3.2GHz 8 GB Card rời RTX 3060 6GB 15.6"" Full HD (1920 x 1080)",https://cdn.tgdd.vn/Products/Images/44/265460/Slider/vi-vn-acer-nitro-5-gaming-an515-45-r86d-r7-nhqbcsv005-3.jpg,Laptop,33990000,8 GB,0.0,Dài 363.4 mm - Rộng 255 mm - Dày 23.9 mm - Nặng 2.2 kg,"15.6""",Full HD (1920 x 1080),Dài 363.4 mm - Rộng 255 mm - Dày 23.9 mm - Nặng 2.2 kg,Card rời,RTX 3060 6GB
622a1d6534eebec0045fe33b, LG , Laptop ,220042001399,i7,1165G7,2.8GHz,Hợp kim Nano Carbon - Magie,512 GB SSD NVMe PCIe,"Laptop  LG  i7 1165G7 2.8GHz 16 GB Card tích hợp Intel Iris Xe 17"" WQXGA (2560 x 1600)",https://cdn.tgdd.vn/Products/Images/44/238135/Slider/lg-gram-17-i7-17z90pgah76a5-070521-1108464.jpg,Laptop,52890000,16 GB,0.0,Dài 380.2 mm - Rộng 260.1 mm - Dày 17.8 mm - Nặng 1.35 kg,"17""",WQXGA (2560 x 1600),Dài 380.2 mm - Rộng 260.1 mm - Dày 17.8 mm - Nặng 1.35 kg,Card tích hợp,Intel Iris Xe
622a1d6534eebec0045fe33c, LG , Laptop ,220042001400,i7,1165G7,2.8GHz,Hợp kim Nano Carbon - Magie,512 GB SSD NVMe PCIe,"Laptop  LG  i7 1165G7 2.8GHz 16 GB Card tích hợp Intel Iris Xe 16"" WQXGA (2560 x 1600)",https://cdn.tgdd.vn/Products/Images/44/238133/Slider/lg-gram-16-i7-16z90pgah75a5-120821-1023371.jpg,Laptop,50890000,16 GB,0.0,Dài 355.9 mm - Rộng 243.4 mm - Dày 16.8 mm - Nặng 1.19 kg,"16""",WQXGA (2560 x 1600),Dài 355.9 mm - Rộng 243.4 mm - Dày 16.8 mm - Nặng 1.19 kg,Card tích hợp,Intel Iris Xe
622a1d6534eebec0045fe355, Acer , Laptop ,220042001489,i5,11400H,2.7GHz,Vỏ nhựa,"512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 1TB)","Laptop  Acer  i5 11400H 2.7GHz 8 GB Card rời RTX 3060 6GB 15.6"" Full HD (1920 x 1080)",https://cdn.tgdd.vn/Products/Images/44/247312/Slider/acer-nitro-5-gaming-an515-57-5831-i5-nhqdgsv003-270721-1044371.jpg,Laptop,32990000,8 GB,0.0,Dài 363.4 mm - Rộng 255 mm - Dày 23.9 mm - Nặng 2.2 kg,"15.6""",Full HD (1920 x 1080),Dài 363.4 mm - Rộng 255 mm - Dày 23.9 mm - Nặng 2.2 kg,Card rời,RTX 3060 6GB
622a1d6534eebec0045fe367, MSI , Laptop ,220042001853,i7,1195G7,2.9GHz,Vỏ kim loại,"512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 2TB)","Laptop  MSI  i7 1195G7 2.9GHz 16 GB Card rời GTX 1650 Max-Q 4GB 14"" Full HD (1920 x 1080)",https://cdn.tgdd.vn/Products/Images/44/270111/Slider/vi-vn-msi-prestige-14-a11sc-i7-202vn-3.jpg,Laptop,29990000,16 GB,0.0,Dài 319 mm - Rộng 219 mm - Dày 15.9 mm - Nặng 1.29 kg,"14""",Full HD (1920 x 1080),Dài 319 mm - Rộng 219 mm - Dày 15.9 mm - Nặng 1.29 kg,Card rời,GTX 1650 Max-Q 4GB
622a1d6534eebec0045fe341, HP , Laptop ,220042001691,i7,1165G7,2.8GHz,Vỏ kim loại,1 TB SSD M.2 PCIe,"Laptop  HP  i7 1165G7 2.8GHz 16 GB Card rời NVIDIA QuadroT500, 4GB 14"" Full HD (1920 x 1080)",https://cdn.tgdd.vn/Products/Images/44/259865/Slider/vi-vn-hp-zbook-firefly-14-g8-i7-275w0av-4.jpg,Laptop,41890000,16 GB,0.0,Dài 323 mm - Rộng 214.6 mm - Dày 17.9 mm - Nặng 1.35 kg,"14""",Full HD (1920 x 1080),Dài 323 mm - Rộng 214.6 mm - Dày 17.9 mm - Nặng 1.35 kg,Card rời,"NVIDIA QuadroT500, 4GB"
622a1d6534eebec0045fe374, HP , Laptop ,220042001669,i7,1165G7,2.8GHz,Vỏ kim loại nguyên khối,512 GB SSD NVMe PCIe,"Laptop  HP  i7 1165G7 2.8GHz 8 GB Card tích hợp Intel Iris Xe 13.3"" Full HD (1920 x 1080)",https://cdn.tgdd.vn/Products/Images/44/256218/Slider/vi-vn-hp-envy-13-ba1535tu-i7-4u6m4pa-3.jpg,Laptop,29890000,8 GB,0.0,Dài 306.5 mm - Rộng 194.6 mm - Dày 16.9 mm - Nặng 1.236 kg,"13.3""",Full HD (1920 x 1080),Dài 306.5 mm - Rộng 194.6 mm - Dày 16.9 mm - Nặng 1.236 kg,Card tích hợp,Intel Iris Xe
622a1d6534eebec0045fe382, Asus , Laptop ,220042001706,Ryzen 5,5600H,3.3GHz,Vỏ nhựa - nắp lưng bằng kim loại,"512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 2TB)","Laptop  Asus  Ryzen 5 5600H 3.3GHz 8 GB Card rời RTX 3050 4GB 15.6"" Full HD (1920 x 1080) OLED",https://cdn.tgdd.vn/Products/Images/44/260292/Slider/vi-vn-asus-vivobook-pro-15-oled-m3500qc-r5-l1105t-2.jpg,Laptop,26590000,8 GB,0.0,Dài 359.8 mm - Rộng 235.3 mm - Dày 19.9 mm - Nặng 1.65 kg,"15.6""",Full HD (1920 x 1080) OLED,Dài 359.8 mm - Rộng 235.3 mm - Dày 19.9 mm - Nặng 1.65 kg,Card rời,RTX 3050 4GB
622a1d6534eebec0045fe357, Asus , Laptop ,220042001663,i5,1135G7,2.4GHz,Vỏ kim loại,512 GB SSD NVMe PCIe,"Laptop  Asus  i5 1135G7 2.4GHz 8 GB Card tích hợp Intel Iris Xe 14"" Full HD (1920 x 1080)",https://cdn.tgdd.vn/Products/Images/44/255618/Slider/vi-vn-asus-zenbook-ux482ea-i5-ka274t-3.jpg,Laptop,32990000,8 GB,0.0,Dài 324 mm - Rộng 222 mm - Dày 17.3 mm - Nặng 1.62 kg,"14""",Full HD (1920 x 1080),Dài 324 mm - Rộng 222 mm - Dày 17.3 mm - Nặng 1.62 kg,Card tích hợp,Intel Iris Xe
622a1d6534eebec0045fe39b, Asus , Laptop ,220042001436,i5,1135G7,2.4GHz,Vỏ kim loại nguyên khối,512 GB SSD NVMe PCIe,"Laptop  Asus  i5 1135G7 2.4GHz 8 GB Card tích hợp Intel Iris Xe 14"" Full HD (1920 x 1080)",https://cdn.tgdd.vn/Products/Images/44/241721/Slider/vi-vn-asus-zenbook-ux425ea-i5-ki429t-2.jpg,Laptop,23990000,8 GB,2.8,Dài 319 mm - Rộng 208 mm - Dày 13.9 mm - Nặng 1.17 kg,"14""",Full HD (1920 x 1080),Dài 319 mm - Rộng 208 mm - Dày 13.9 mm - Nặng 1.17 kg,Card tích hợp,Intel Iris Xe
622a1d6534eebec0045fe361, HP , Laptop ,220042001815,i7,11800H,2.30 GHz,Vỏ nhựa,512 GB SSD NVMe PCIe,"Laptop  HP  i7 11800H 2.30 GHz 8 GB Card rời RTX 3050 4GB 16.1"" Full HD (1920 x 1080)",https://cdn.tgdd.vn/Products/Images/44/269042/Slider/vi-vn-hp-gaming-victus-16-d0199tx-i7-4r0u1pa-3.jpg,Laptop,30490000,8 GB,0.0,Dài 370 mm - Rộng 260 mm - Dày 23.5 mm - Nặng 2.46 kg,"16.1""",Full HD (1920 x 1080),Dài 370 mm - Rộng 260 mm - Dày 23.5 mm - Nặng 2.46 kg,Card rời,RTX 3050 4GB
622a1d6534eebec0045fe3b7, Dell , Laptop ,220042001521,i5,10300H,2.5GHz,Vỏ nhựa - nắp lưng bằng kim loại,"1 TB HDD SATA 3 (Có thể tháo ra, lắp thanh khác tối đa 2 TB)","Laptop  Dell  i5 10300H 2.5GHz 8 GB Card rời GTX 1650 4GB 15.6"" Full HD (1920 x 1080)",https://cdn.tgdd.vn/Products/Images/44/247198/Slider/vi-vn-dell-gaming-g3-15-3500-i5-70253721-3.jpg,Laptop,21990000,8 GB,0.0,Dài 364.9 mm - Rộng 254.5 mm - Dày 21.7 mm - Nặng 2.58 kg,"15.6""",Full HD (1920 x 1080),Dài 364.9 mm - Rộng 254.5 mm - Dày 21.7 mm - Nặng 2.58 kg,Card rời,GTX 1650 4GB
622a1d6534eebec0045fe36d, Acer , Laptop ,220042001825,i5,11320H,3.2GHz,Vỏ kim loại,"512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 1TB)","Laptop  Acer  i5 11320H 3.2GHz 16 GB Card rời RTX 3050 4GB 16.1"" Full HD (1920 x 1080)",https://cdn.tgdd.vn/Products/Images/44/269314/Slider/vi-vn-acer-swift-x-sfx16-51g-516q-i5-nxayksv002-3.jpg,Laptop,28990000,16 GB,0.0,Dài 367.8 mm - Rộng 236.1 mm - Dày 18.9 mm - Nặng 1.9 kg,"16.1""",Full HD (1920 x 1080),Dài 367.8 mm - Rộng 236.1 mm - Dày 18.9 mm - Nặng 1.9 kg,Card rời,RTX 3050 4GB
622a1d6534eebec0045fe378, GIGABYTE , Laptop ,220042001584,i5,10500H,2.5GHz,Vỏ nhựa,Hỗ trợ khe cắm HDD SATA (nâng cấp tối đa 2TB),"Laptop  GIGABYTE  i5 10500H 2.5GHz 16 GB Card rời RTX 3060 6GB 15.6"" Full HD (1920 x 1080)",https://cdn.tgdd.vn/Products/Images/44/251426/Slider/vi-vn-gigabyte-gaming-g5-i5-5s11130sh-3.jpg,Laptop,29990000,16 GB,5.0,Dài 361 mm - Rộng 258 mm - Dày 24.9 mm - Nặng 2.2 kg,"15.6""",Full HD (1920 x 1080),Dài 361 mm - Rộng 258 mm - Dày 24.9 mm - Nặng 2.2 kg,Card rời,RTX 3060 6GB
622a1d6534eebec0045fe3bc, Surface , Laptop ,220042001790,i5,1035G1,1.00 GHz,Vỏ nhựa - nắp lưng bằng kim loại,256 GB SSD NVMe PCIe,"Surface  Surface  i5 1035G1 1.00 GHz 8 GB Card tích hợp Intel UHD 12.4"" 1536 x 1024 (148 PPI)",https://cdn.tgdd.vn/Products/Images/44/266903/Slider/vi-vn-surface-go-i5-thj00001-3.jpg,Surface,21790000,8 GB,0.0,Dài 278.18 mm - Rộng 205.67 mm - Dày 15.69 mm - Nặng 1.11 kg,"12.4""",1536 x 1024 (148 PPI),Dài 278.18 mm - Rộng 205.67 mm - Dày 15.69 mm - Nặng 1.11 kg,Card tích hợp,Intel UHD
622a1d6534eebec0045fe379, HP , Laptop ,220042001864,i5,11400H,2.7GHz,Vỏ nhựa,512 GB SSD NVMe PCIe,"Laptop  HP  i5 11400H 2.7GHz 8 GB Card rời RTX 3050Ti 4GB 16.1"" Full HD (1920 x 1080)",https://cdn.tgdd.vn/Products/Images/44/270154/Slider/vi-vn-hp-gaming-victus-16-d0202tx-i5-4r0u4pa-3.jpg,Laptop,28990000,8 GB,0.0,Dài 370 mm - Rộng 260 mm - Dày 23.5 mm - Nặng 2.46 kg,"16.1""",Full HD (1920 x 1080),Dài 370 mm - Rộng 260 mm - Dày 23.5 mm - Nặng 2.46 kg,Card rời,RTX 3050Ti 4GB
622a1d6534eebec0045fe3fc, Acer , Laptop ,220042001822,i5,1035G1,1.00 GHz,Dài 363.4 mm - Rộng 250.5 mm - Dày 19.95 mm - Nặng 1.9 kg,512 GB SSD NVMe PCIe,"Laptop  Acer  i5 1035G1 1.00 GHz 8 GB Card rời MX330 2GB 15.6"" Full HD (1920 x 1080)",https://cdn.tgdd.vn/Products/Images/44/269311/Slider/vi-vn-acer-aspire-3-a315-57g-573f-i5-nxhzrsv00b-3.jpg,Laptop,16990000,8 GB,3.3,2021,"15.6""",Full HD (1920 x 1080),2021,Card rời,MX330 2GB
622a1d6534eebec0045fe389, Dell , Laptop ,220042001700,Ryzen 5,5600H,3.3GHz,Vỏ nhựa,"256 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 2TB (2280) / 1TB (2230))","Laptop  Dell  Ryzen 5 5600H 3.3GHz 8 GB Card rời RTX 3050 4GB 15.6"" Full HD (1920 x 1080)",https://cdn.tgdd.vn/Products/Images/44/260170/Slider/vi-vn-dell-gaming-g15-5515-r5-p105f004cgr-3.jpg,Laptop,25990000,8 GB,3.0,Dài 357.26 mm - Rộng 272.11 mm - Dày 26.9 mm - Nặng 2.8 kg,"15.6""",Full HD (1920 x 1080),Dài 357.26 mm - Rộng 272.11 mm - Dày 26.9 mm - Nặng 2.8 kg,Card rời,RTX 3050 4GB
622a1d6534eebec0045fe40e, HP , Laptop ,220042001848,i3,1125G4,2GHz,Dài 325 mm - Rộng 216.6 mm - Dày 17 mm - Nặng 1.41 kg,"512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 1TB)","Laptop  HP  i3 1125G4 2GHz 4 GB Card tích hợp Intel UHD 14"" Full HD (1920 x 1080)",//cdn.tgdd.vn/Products/Images/44/270096/hp-pavilion-14-dv0514tu-i3-win11-46l83pa-03.jpg,Laptop,15490000,4 GB,0.0,2021,"14""",Full HD (1920 x 1080),2021,Card tích hợp,Intel UHD
622a1d6534eebec0045fe399, Dell , Laptop ,220042001534,i5,1135G7,2.4GHz,Vỏ nhựa,"256 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 1TB)","Laptop  Dell  i5 1135G7 2.4GHz 8 GB Card tích hợp Intel Iris Xe 15.6"" Full HD (1920 x 1080)",https://cdn.tgdd.vn/Products/Images/44/249190/Slider/dell-latitude-3520-i5-70251593-02-1020x570.jpg,Laptop,24690000,8 GB,4.0,Dài 361 mm - Rộng 240.9 mm - Dày 18 mm - Nặng 1.79 Kg,"15.6""",Full HD (1920 x 1080),Dài 361 mm - Rộng 240.9 mm - Dày 18 mm - Nặng 1.79 Kg,Card tích hợp,Intel Iris Xe
622a1d6534eebec0045fe3a2, Dell , Laptop ,220042001686,i5,11320H,3.2GHz,Dài 321.2 mm - Rộng 212.8 mm - Dày 17.9 mm - Nặng 1.44 kg,"512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 1TB)","Laptop  Dell  i5 11320H 3.2GHz 8 GB Card tích hợp Intel Iris Xe 14"" Full HD (1920 x 1080)",https://cdn.tgdd.vn/Products/Images/44/259264/Slider/vi-vn-dell-vostro-5410-i5-v4i5214w-2.jpg,Laptop,23690000,8 GB,4.2,2021,"14""",Full HD (1920 x 1080),2021,Card tích hợp,Intel Iris Xe
622a1d6534eebec0045fe412, HP , Laptop ,220042001343,i3,1115G4,3GHz,Vỏ kim loại,256 GB SSD NVMe PCIe,"Laptop  HP  i3 1115G4 3GHz 4 GB Card tích hợp Intel UHD 15.6"" HD (1366 x 768)",https://cdn.tgdd.vn/Products/Images/44/235436/Slider/vi-vn-hp-probook-450-g8-i3-2h0u4pa-3.jpg,Laptop,14890000,4 GB,4.0,Dài 359.4 mm - Rộng 233.9 mm - Dày 19.9 mm - Nặng 1.725 kg,"15.6""",HD (1366 x 768),Dài 359.4 mm - Rộng 233.9 mm - Dày 19.9 mm - Nặng 1.725 kg,Card tích hợp,Intel UHD
622a1d6534eebec0045fe41c, Asus , Laptop ,220042001694,i3,1115G4,3GHz,Dài 325.4 mm - Rộng 216 mm - Dày 19.9 mm - Nặng 1.55 kg,"512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 1TB)","Laptop  Asus  i3 1115G4 3GHz 4 GB Card tích hợp Intel UHD 14"" Full HD (1920 x 1080)",https://cdn.tgdd.vn/Products/Images/44/260050/Slider/vi-vn-asus-vivobook-x415ea-i3-eb638w-3.jpg,Laptop,14690000,4 GB,5.0,2021,"14""",Full HD (1920 x 1080),2021,Card tích hợp,Intel UHD
622a1d6534eebec0045fe3bb, Surface , Laptop ,220042001791,i5,1035G4,1.1GHz,Kim loại Magie,128 GB SSD M2 PCIe,"Laptop  Surface  i5 1035G4 1.1GHz 8 GB Card tích hợp Intel Iris Plus 12.3"" 2K",https://cdn.tgdd.vn/Products/Images/44/266904/Slider/vi-vn-surface-pro-7-i5-vdv00001-3.jpg,Laptop,21890000,8 GB,0.0,Dài 201 mm - Rộng 292 mm - Dày 8.5 mm - Nặng 0.775 kg,"12.3""",2K,Dài 201 mm - Rộng 292 mm - Dày 8.5 mm - Nặng 0.775 kg,Card tích hợp,Intel Iris Plus
622a1d6534eebec0045fe3c6, Lenovo , Laptop ,220042001759,i5,1135G7,2.4GHz,Dài 357 mm - Rộng 235 mm - Dày 18.9 mm - Nặng 1.7 kg,"512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 1TB (2280) / 512GB (2242))","Laptop  Lenovo  i5 1135G7 2.4GHz 8 GB Card tích hợp Intel Iris Xe 15.6"" Full HD (1920 x 1080)",https://cdn.tgdd.vn/Products/Images/44/265447/Slider/vi-vn-lenovo-thinkbook-15-g2-itl-i5-20ve00unvn-3.jpg,Laptop,21390000,8 GB,0.0,2021,"15.6""",Full HD (1920 x 1080),2021,Card tích hợp,Intel Iris Xe
622a1d6534eebec0045fe3c7, HP , Laptop ,220042001870,i5,1135G7,2.4GHz,Vỏ nhựa - chiếu nghỉ tay bằng kim loại,"512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 1TB)","Laptop  HP  i5 1135G7 2.4GHz 8 GB Card tích hợp Intel Iris Xe 14"" Full HD (1920 x 1080)",//cdn.tgdd.vn/Products/Images/44/270393/hp-pavilion-x360-14-dy0076tu-i5-46l94pa-3.jpg,Laptop,20990000,8 GB,5.0,Dài 322 mm - Rộng 209 mm - Dày 20.6 mm - Nặng 1.525 kg,"14""",Full HD (1920 x 1080),Dài 322 mm - Rộng 209 mm - Dày 20.6 mm - Nặng 1.525 kg,Card tích hợp,Intel Iris Xe
622a1d6534eebec0045fe3ca, Dell , Laptop ,220042001707,i5,1135G7,2.4GHz,Dài 358.5 mm - Rộng 235.5 mm - Dày 18.9 mm - Nặng 1.69 kg,512 GB SSD NVMe PCIe,"Laptop  Dell  i5 1135G7 2.4GHz 8 GB Card tích hợp Intel Iris Xe 15.6"" Full HD (1920 x 1080)",https://cdn.tgdd.vn/Products/Images/44/260325/Slider/vi-vn-dell-vostro-3510-i5-7t2yc1-3.jpg,Laptop,20990000,8 GB,3.2,2021,"15.6""",Full HD (1920 x 1080),2021,Card tích hợp,Intel Iris Xe
622a1d6534eebec0045fe3e2, HP , Laptop ,220042001851,i5,1155G7,2.5GHz,Dài 325 mm - Rộng 216.6 mm - Dày 17 mm - Nặng 1.41 kg,512 GB SSD NVMe PCIe,"Laptop  HP  i5 1155G7 2.5GHz 8 GB Card tích hợp Intel Iris Xe 14"" Full HD (1920 x 1080)",//cdn.tgdd.vn/Products/Images/44/270101/hp-pavilion-14-dv1031tu-i5-5z9u0pa-5.jpg,Laptop,18990000,8 GB,4.5,2021,"14""",Full HD (1920 x 1080),2021,Card tích hợp,Intel Iris Xe
622a1d6534eebec0045fe3e7, Lenovo , Laptop ,220042001876,i5,1135G7,2.4GHz,Dài 359.2 mm - Rộng 236.5 mm - Dày 19.9 mm - Nặng 1.65 kg,"512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 1TB (2280) / 512GB (2242))","Laptop  Lenovo  i5 1135G7 2.4GHz 8 GB Card tích hợp Intel Iris Xe 15.6"" Full HD (1920 x 1080)",https://cdn.tgdd.vn/Products/Images/44/270831/Slider/vi-vn-lenovo-ideapad-3-15itl6-i5-82h801p9vn-3.jpg,Laptop,18490000,8 GB,4.0,2021,"15.6""",Full HD (1920 x 1080),2021,Card tích hợp,Intel Iris Xe
622a1d6534eebec0045fe411, Dell , Laptop ,220042001830,Ryzen 3,3250U,2.6GHz,Dài 358.5 mm - Rộng 235.5 mm - Dày 18.9 mm - Nặng 1.81 kg,256 GB SSD NVMe PCIe,"Laptop  Dell  Ryzen 3 3250U 2.6GHz 8 GB Card tích hợp Radeon 15.6"" Full HD (1920 x 1080)",https://cdn.tgdd.vn/Products/Images/44/269306/Slider/vi-vn-dell-inspiron-15-3515-r3-g6gr71-3.jpg,Laptop,14990000,8 GB,4.0,2021,"15.6""",Full HD (1920 x 1080),2021,Card tích hợp,Radeon
622a1d6534eebec0045fe423, Lenovo , Laptop ,220042001820,i3,10110U,2.1GHz,Dài 327.1 mm - Rộng 241 mm - Dày 19.9 mm - Nặng 1.5 kg,"256 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 1TB (2280) / 512GB (2242))","Laptop  Lenovo  i3 10110U 2.1GHz 4 GB Card tích hợp Intel UHD 14"" HD (1366 x 768)",https://cdn.tgdd.vn/Products/Images/44/269237/Slider/vi-vn-lenovo-ideapad-3-14iml05-i3-81wa00q0vn-3.jpg,Laptop,12490000,4 GB,0.0,2021,"14""",HD (1366 x 768),2021,Card tích hợp,Intel UHD
622a1d6534eebec0045fe427, HP , Laptop ,220042001873,Ryzen 3,5300U,2.6GHz,Dài 324 mm - Rộng 225 mm - Dày 17.9 mm - Nặng 1.47 kg,"256 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 1TB)","Laptop  HP  Ryzen 3 5300U 2.6GHz 4 GB Card tích hợp Radeon 14"" HD (1366 x 768)",https://cdn.tgdd.vn/Products/Images/44/269323/Slider/vi-vn-hp-14s-fq1080au-r3-4k0z7pa-win11-3.jpg,Laptop,12490000,4 GB,3.0,2021,"14""",HD (1366 x 768),2021,Card tích hợp,Radeon
622a1d6534eebec0045fe42c, HP , Laptop ,220042001750,Pentium,N5030,1.1GHz,Dài 324 mm - Rộng 225.9 mm - Dày 19.9 mm - Nặng 1.47 kg,"256 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 1TB)","Laptop  HP  Pentium N5030 1.1GHz 4 GB Card tích hợp Intel UHD 605 14"" HD (1366 x 768)",https://cdn.tgdd.vn/Products/Images/44/264975/Slider/vi-vn-hp-240-g8-n5030-4gb-256gb-win10-604k1pa-4.jpg,Laptop,10990000,4 GB,4.0,2021,"14""",HD (1366 x 768),2021,Card tích hợp,Intel UHD 605
